wallet_id,aggregated_lp_score,num_deposits,num_withdrawals,avg_holding_days,min_holding_days,max_holding_days,liquidity_percent_remaining,retained_liquidity,lp_volatility_stddev,dust_deposit_count,dust_deposit_volume,total_deposit_all_time,total_withdraw_all_time
0x117885dcecd5929de68dee13e62af72d0170602f,473.8,4.0,1.0,145.5813106,1.448333333,289.7142879,0.0,-38.01762347,0.0,0.0,0.0,32425.1194,32463.13702
0x119b9dbe4a5e3fae94fce23511562a0dd78cb6d3,48.3,8.0,1.0,0.0,0.0,0.0,0.0,-1.154821,0.0,4.0,1.208681137,0.0,1.154821
0x1260655b5d9bc0e6097abe51a1f0beafa3363762,49.45,4.0,1.0,0.0,0.0,0.0,0.0,-2.093624,0.0,2.0,2.078542,0.0,2.093624
0x1265156d15eccf173f39c41bbe028c95cc420388,517.5,4.0,1.0,584.0751399,1.729363426,1166.420916,0.0,-9.901363,0.0,0.0,0.0,49746.13714,49756.0385
0x12924049e2d21664e35387c69429c98e9891a820,58.65,4.0,2.0,0.0,0.0,0.0,0.0,-3.436596,0.0,2.0,3.248625,0.0,3.436596
0x11c74ea53003c8b495c76c8ce625b9680bcdb2e0,62.1,7.0,1.0,0.0,0.0,0.0,0.0,-2.43746,0.0,4.0,4.389278,0.0,2.43746
0x122ef3453f663f929d1f1c887bedf2d9930b171d,64.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.254993,0.0,0.0
0x1249cda35fd0804e5e661ec3f2e5a91ba686f819,370.3,2.0,1.0,16.4962963,16.4962963,16.4962963,0.0,-0.329681,0.0,0.0,0.0,215.867839,216.19752
0x13d5f26773d99d7bd930f1134d82cc37a54d4e90,309.35,2.0,1.0,0.010416667,0.010416667,0.010416667,0.0,-298.416805,0.0,0.0,0.0,3735.934925,4034.35173
0x121e1573b7c6c15aa4c036d54bfd2974cf38a163,57.5,9.0,3.0,0.0,0.0,0.0,0.0,-6.568528113,0.0,5.0,5.173630401900001,0.0,6.568528113
0x135076af865085cb575fa5b1a3a8d36b4d0332d8,309.35,2.0,1.0,0.122164352,0.122164352,0.122164352,0.0,-0.011688,0.0,0.0,0.0,4763.632845,4763.644533
0x137bf66aff3eac969383562db05dbed6ed85369f,63.25,4.0,1.0,0.0,0.0,0.0,0.0,-2.398575,0.0,2.0,2.372497,0.0,2.398575
0x12897bcabbdb34a9761562c59eab49b22b59e8b7,272.55,2.0,1.0,0.00537037,0.00537037,0.00537037,0.0,-0.004198,0.0,0.0,0.0,2279.742832,2279.74703
0x133802b082d511ac81c9df5082cb4f89eab71521,115.0,2.0,4.0,0.0,0.0,0.0,0.0,-1366.2023399099999,0.0,1.0,60.73199116,0.0,1366.2023399099999
0x121734451418cd1c8bee90177c02722626ccbf17,64.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.426394,0.0,0.0
