wallet_id,reason,metric,value
0x0a899985853400bdaadfe7b80abe2bf052bcb7d0,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,2508721.553
0x0a899985853400bdaadfe7b80abe2bf052bcb7d0,Unexpected behaviour due to retained_liquidity,retained_liquidity,243712.63779999997
0x0aaefad51c8cd1303aa3054b87bdd6f9a356dfc8,Unexpected behaviour due to max_holding_days,max_holding_days,818.91483064
0x0aaefad51c8cd1303aa3054b87bdd6f9a356dfc8,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,3645092.35
0x0aaefad51c8cd1303aa3054b87bdd6f9a356dfc8,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.0
0x0aaefad51c8cd1303aa3054b87bdd6f9a356dfc8,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,50088882.81
0x0aaefad51c8cd1303aa3054b87bdd6f9a356dfc8,Unexpected behaviour due to retained_liquidity,retained_liquidity,-843629.4261
0x0af402acd6f6d93c6d5f5e93743b0f0c133a145c,Unexpected behaviour due to max_holding_days,max_holding_days,700.7191293000001
0x0af402acd6f6d93c6d5f5e93743b0f0c133a145c,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,460110.7991
0x0af402acd6f6d93c6d5f5e93743b0f0c133a145c,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.37123199
0x0af402acd6f6d93c6d5f5e93743b0f0c133a145c,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,3688789.1783
0x0af402acd6f6d93c6d5f5e93743b0f0c133a145c,Unexpected behaviour due to retained_liquidity,retained_liquidity,1009795.6242
0x0b1c95f1c865175965c99d7eeaa3c39fb4665454,Unexpected behaviour due to max_holding_days,max_holding_days,3210.597787
0x0b1c95f1c865175965c99d7eeaa3c39fb4665454,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,4212.632088
0x0b1c95f1c865175965c99d7eeaa3c39fb4665454,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.397268614
0x0b1c95f1c865175965c99d7eeaa3c39fb4665454,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,73623.678292
0x0b1c95f1c865175965c99d7eeaa3c39fb4665454,Unexpected behaviour due to retained_liquidity,retained_liquidity,6653.054028500001
0x0b275aaeb7e834520f34a24027091edba49b7a58,Unexpected behaviour due to max_holding_days,max_holding_days,824.4337639299999
0x0b275aaeb7e834520f34a24027091edba49b7a58,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,1339.10460357
0x0b275aaeb7e834520f34a24027091edba49b7a58,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.283467988
0x0b275aaeb7e834520f34a24027091edba49b7a58,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,823435285.914
0x0b275aaeb7e834520f34a24027091edba49b7a58,Unexpected behaviour due to retained_liquidity,retained_liquidity,11966905.939159699
0x0bafea29c7c7297dcc607e208f37e820d73da928,Unexpected behaviour due to max_holding_days,max_holding_days,1682.142556
0x0bafea29c7c7297dcc607e208f37e820d73da928,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,0.0
0x0bafea29c7c7297dcc607e208f37e820d73da928,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.000226696
0x0bafea29c7c7297dcc607e208f37e820d73da928,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,24168060.90526
0x0bafea29c7c7297dcc607e208f37e820d73da928,Unexpected behaviour due to retained_liquidity,retained_liquidity,-675.09737623
0x0bcc7af222cb7b848fc8f2b9c11978bc3cc6ac59,Unexpected behaviour due to max_holding_days,max_holding_days,325.8999933
0x0bcc7af222cb7b848fc8f2b9c11978bc3cc6ac59,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,0.0
0x0bcc7af222cb7b848fc8f2b9c11978bc3cc6ac59,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,2.0
0x0bcc7af222cb7b848fc8f2b9c11978bc3cc6ac59,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,133589.08074
0x0bcc7af222cb7b848fc8f2b9c11978bc3cc6ac59,Unexpected behaviour due to retained_liquidity,retained_liquidity,133589.08074
0x0c85d3c58443f5773c09579a71cea7ab36839eb2,Unexpected behaviour due to max_holding_days,max_holding_days,1420.506585
0x0c85d3c58443f5773c09579a71cea7ab36839eb2,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,467759.3199
0x0c85d3c58443f5773c09579a71cea7ab36839eb2,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.052450528
0x0c85d3c58443f5773c09579a71cea7ab36839eb2,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,5703392.532
0x0c85d3c58443f5773c09579a71cea7ab36839eb2,Unexpected behaviour due to retained_liquidity,retained_liquidity,299145.9517
0x0ca6cadb6a8ca4199788b9a060c3285fe7b897fd,Unexpected behaviour due to max_holding_days,max_holding_days,600.5122536
0x0ca6cadb6a8ca4199788b9a060c3285fe7b897fd,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,672844.8096299999
0x0ca6cadb6a8ca4199788b9a060c3285fe7b897fd,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.0
0x0ca6cadb6a8ca4199788b9a060c3285fe7b897fd,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,9705338.501
0x0ca6cadb6a8ca4199788b9a060c3285fe7b897fd,Unexpected behaviour due to retained_liquidity,retained_liquidity,-1558738.0023265001
0x0ca5303d28860c51bd525f6e8f55e43b5c96d7a2,Unexpected behaviour due to max_holding_days,max_holding_days,2300.0184520000003
0x0ca5303d28860c51bd525f6e8f55e43b5c96d7a2,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,255.93047171
0x0ca5303d28860c51bd525f6e8f55e43b5c96d7a2,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,1.006930631
0x0ca5303d28860c51bd525f6e8f55e43b5c96d7a2,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,11398.662137800002
0x0ca5303d28860c51bd525f6e8f55e43b5c96d7a2,Unexpected behaviour due to retained_liquidity,retained_liquidity,10675.602790998
0x0ba2cd2eab5de05d72178cb964ce36ae60213df4,Unexpected behaviour due to max_holding_days,max_holding_days,2157.780864833
0x0ba2cd2eab5de05d72178cb964ce36ae60213df4,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,13363.492094000001
0x0ba2cd2eab5de05d72178cb964ce36ae60213df4,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.678411942
0x0ba2cd2eab5de05d72178cb964ce36ae60213df4,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,62047.949238999994
0x0ba2cd2eab5de05d72178cb964ce36ae60213df4,Unexpected behaviour due to retained_liquidity,retained_liquidity,11269.168137
0x0bb6666d3a01e1206a9b20a7251d886f4a7f4713,Unexpected behaviour due to max_holding_days,max_holding_days,897.6124599220001
0x0bb6666d3a01e1206a9b20a7251d886f4a7f4713,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,136156.5079
0x0bb6666d3a01e1206a9b20a7251d886f4a7f4713,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.005502697
0x0bb6666d3a01e1206a9b20a7251d886f4a7f4713,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,16014155.39773
0x0bb6666d3a01e1206a9b20a7251d886f4a7f4713,Unexpected behaviour due to retained_liquidity,retained_liquidity,-11617.9476443
0x0c6bb762b1d3f83c5e53324bfd8b83d2f9afb92f,Unexpected behaviour due to max_holding_days,max_holding_days,3665.060767
0x0c6bb762b1d3f83c5e53324bfd8b83d2f9afb92f,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,308535.18379
0x0c6bb762b1d3f83c5e53324bfd8b83d2f9afb92f,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.395808479
0x0c6bb762b1d3f83c5e53324bfd8b83d2f9afb92f,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,1028139.37937
0x0c6bb762b1d3f83c5e53324bfd8b83d2f9afb92f,Unexpected behaviour due to retained_liquidity,retained_liquidity,-167618.582786
0x0e4d68951e6ed7d5cd075db3e4c29bd614e94663,Unexpected behaviour due to max_holding_days,max_holding_days,5.524027778
0x0e4d68951e6ed7d5cd075db3e4c29bd614e94663,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,744854.8595
0x0e4d68951e6ed7d5cd075db3e4c29bd614e94663,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.0
0x0e4d68951e6ed7d5cd075db3e4c29bd614e94663,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,23084.91155
0x0e4d68951e6ed7d5cd075db3e4c29bd614e94663,Unexpected behaviour due to retained_liquidity,retained_liquidity,-2714875.462
0x0d402f421baa1104320f2054074deff1de1bd1ba,Unexpected behaviour due to max_holding_days,max_holding_days,2493.8439218000003
0x0d402f421baa1104320f2054074deff1de1bd1ba,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,1889065.68751
0x0d402f421baa1104320f2054074deff1de1bd1ba,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,1.004097914
0x0d402f421baa1104320f2054074deff1de1bd1ba,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,75291022.22600001
0x0d402f421baa1104320f2054074deff1de1bd1ba,Unexpected behaviour due to retained_liquidity,retained_liquidity,-6665317.794079999
0x0dedd9ed281a4cb7fbc91a4ef7790dd8f669c899,Unexpected behaviour due to max_holding_days,max_holding_days,1945.4050590000002
0x0dedd9ed281a4cb7fbc91a4ef7790dd8f669c899,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,0.0
0x0dedd9ed281a4cb7fbc91a4ef7790dd8f669c899,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,1.984157874
0x0dedd9ed281a4cb7fbc91a4ef7790dd8f669c899,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,8681.3001231
0x0dedd9ed281a4cb7fbc91a4ef7790dd8f669c899,Unexpected behaviour due to retained_liquidity,retained_liquidity,8549.7156811
0x0cac3d1a887206e0f6169222c4504301a8b4b993,Unexpected behaviour due to max_holding_days,max_holding_days,2069.5084057999998
0x0cac3d1a887206e0f6169222c4504301a8b4b993,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,124291489.5486777
0x0cac3d1a887206e0f6169222c4504301a8b4b993,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.0
0x0cac3d1a887206e0f6169222c4504301a8b4b993,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,3459861743.83
0x0cac3d1a887206e0f6169222c4504301a8b4b993,Unexpected behaviour due to retained_liquidity,retained_liquidity,-160497396.721416
0x0d57f4060e90615ac0ffc6eec4ebe57f871fb3de,Unexpected behaviour due to max_holding_days,max_holding_days,3150.7033857
0x0d57f4060e90615ac0ffc6eec4ebe57f871fb3de,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,744281.23118
0x0d57f4060e90615ac0ffc6eec4ebe57f871fb3de,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.790536328
0x0d57f4060e90615ac0ffc6eec4ebe57f871fb3de,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,2968246.65004
0x0d57f4060e90615ac0ffc6eec4ebe57f871fb3de,Unexpected behaviour due to retained_liquidity,retained_liquidity,1200468.42856
0x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,Unexpected behaviour due to max_holding_days,max_holding_days,5.590231481
0x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,859107.845
0x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.027635927
0x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,6946530.309
0x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,Unexpected behaviour due to retained_liquidity,retained_liquidity,191973.8076
0x0de26050fa0f34fd57114066db7ba5a881b556d1,Unexpected behaviour due to max_holding_days,max_holding_days,121.22209981
0x0de26050fa0f34fd57114066db7ba5a881b556d1,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,2224.655164
0x0de26050fa0f34fd57114066db7ba5a881b556d1,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,1.2192205459999998
0x0de26050fa0f34fd57114066db7ba5a881b556d1,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,537875.00557
0x0de26050fa0f34fd57114066db7ba5a881b556d1,Unexpected behaviour due to retained_liquidity,retained_liquidity,221389.41047
0x0da81063b5bacfd3d0752942a8c02d1d5171c052,Unexpected behaviour due to max_holding_days,max_holding_days,1382.1702269999998
0x0da81063b5bacfd3d0752942a8c02d1d5171c052,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,1390493.476
0x0da81063b5bacfd3d0752942a8c02d1d5171c052,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.05272421100332
0x0da81063b5bacfd3d0752942a8c02d1d5171c052,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,16043204.6101
0x0da81063b5bacfd3d0752942a8c02d1d5171c052,Unexpected behaviour due to retained_liquidity,retained_liquidity,829967.551801
0x0e79fa10ac8d92ff43309dd24eaf2481b624d328,Unexpected behaviour due to max_holding_days,max_holding_days,19.252835651999998
0x0e79fa10ac8d92ff43309dd24eaf2481b624d328,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,372601.5571
0x0e79fa10ac8d92ff43309dd24eaf2481b624d328,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.084830661
0x0e79fa10ac8d92ff43309dd24eaf2481b624d328,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,6151246.8594
0x0e79fa10ac8d92ff43309dd24eaf2481b624d328,Unexpected behaviour due to retained_liquidity,retained_liquidity,97509.41459
0x0dd89655c6ee8d660c00667625434b53112bd32e,Unexpected behaviour due to max_holding_days,max_holding_days,4667.6145848
0x0dd89655c6ee8d660c00667625434b53112bd32e,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,75541.7864217
0x0dd89655c6ee8d660c00667625434b53112bd32e,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.12096106499999999
0x0dd89655c6ee8d660c00667625434b53112bd32e,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,682995.580343
0x0dd89655c6ee8d660c00667625434b53112bd32e,Unexpected behaviour due to retained_liquidity,retained_liquidity,-107821.15764822
0x0eadc475c74174c6753892c0f2388e4b036cf94e,Unexpected behaviour due to max_holding_days,max_holding_days,990.561651
0x0eadc475c74174c6753892c0f2388e4b036cf94e,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,0.0
0x0eadc475c74174c6753892c0f2388e4b036cf94e,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,2.0
0x0eadc475c74174c6753892c0f2388e4b036cf94e,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,8091.757594
0x0eadc475c74174c6753892c0f2388e4b036cf94e,Unexpected behaviour due to retained_liquidity,retained_liquidity,4308.492867909999
0x0fc7cb62247151faf5e7a948471308145f020d2e,Unexpected behaviour due to max_holding_days,max_holding_days,123.7258984
0x0fc7cb62247151faf5e7a948471308145f020d2e,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,0.0
0x0fc7cb62247151faf5e7a948471308145f020d2e,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.0
0x0fc7cb62247151faf5e7a948471308145f020d2e,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,3881810.01
0x0fc7cb62247151faf5e7a948471308145f020d2e,Unexpected behaviour due to retained_liquidity,retained_liquidity,-74109685.9823234
0x0ea0696fc88e4d890b19448f6f0cf74d757c3be0,Unexpected behaviour due to max_holding_days,max_holding_days,1567.8864153
0x0ea0696fc88e4d890b19448f6f0cf74d757c3be0,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,4936.1494342000005
0x0ea0696fc88e4d890b19448f6f0cf74d757c3be0,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,1.0375540220000001
0x0ea0696fc88e4d890b19448f6f0cf74d757c3be0,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,1180942.7686949999
0x0ea0696fc88e4d890b19448f6f0cf74d757c3be0,Unexpected behaviour due to retained_liquidity,retained_liquidity,157792.640312
0x0f86db0acfb8aa739e10620c86bd07784612854e,Unexpected behaviour due to max_holding_days,max_holding_days,12.24041667
0x0f86db0acfb8aa739e10620c86bd07784612854e,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,277795.1994
0x0f86db0acfb8aa739e10620c86bd07784612854e,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.0
0x0f86db0acfb8aa739e10620c86bd07784612854e,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,4551898.264
0x0f86db0acfb8aa739e10620c86bd07784612854e,Unexpected behaviour due to retained_liquidity,retained_liquidity,-50055.28029
0x0fc06977378fd94aa23af24ee75b993c265c140b,Unexpected behaviour due to max_holding_days,max_holding_days,550.4910077
0x0fc06977378fd94aa23af24ee75b993c265c140b,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,0.0
0x0fc06977378fd94aa23af24ee75b993c265c140b,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,3.24943e-05
0x0fc06977378fd94aa23af24ee75b993c265c140b,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,22732456.11
0x0fc06977378fd94aa23af24ee75b993c265c140b,Unexpected behaviour due to retained_liquidity,retained_liquidity,-874915.5693457001
0x0eab957ecb1add09066b4e4ae208995cd19944a5,Unexpected behaviour due to max_holding_days,max_holding_days,541.8779469000001
0x0eab957ecb1add09066b4e4ae208995cd19944a5,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,892.1184716
0x0eab957ecb1add09066b4e4ae208995cd19944a5,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,1.903271316
0x0eab957ecb1add09066b4e4ae208995cd19944a5,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,9126.427761
0x0eab957ecb1add09066b4e4ae208995cd19944a5,Unexpected behaviour due to retained_liquidity,retained_liquidity,5619.023094
0x0f5092304fecde456ee123b258671a885e9f8d2e,Unexpected behaviour due to max_holding_days,max_holding_days,2221.818032
0x0f5092304fecde456ee123b258671a885e9f8d2e,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,278.6103846
0x0f5092304fecde456ee123b258671a885e9f8d2e,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,1.171639847
0x0f5092304fecde456ee123b258671a885e9f8d2e,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,4453.976027799999
0x0f5092304fecde456ee123b258671a885e9f8d2e,Unexpected behaviour due to retained_liquidity,retained_liquidity,1191.6934600999998
0x11b50686d3983c14c0d0972a5e46e38e0d9b2e14,Unexpected behaviour due to max_holding_days,max_holding_days,4.5075694440000005
0x11b50686d3983c14c0d0972a5e46e38e0d9b2e14,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,2681.5747279
0x11b50686d3983c14c0d0972a5e46e38e0d9b2e14,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.019513283
0x11b50686d3983c14c0d0972a5e46e38e0d9b2e14,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,8028356.2106
0x11b50686d3983c14c0d0972a5e46e38e0d9b2e14,Unexpected behaviour due to retained_liquidity,retained_liquidity,-444650.4343600001
0x0fd926822cf773e590c9c09ab7c704b52b539899,Unexpected behaviour due to max_holding_days,max_holding_days,654.2592984
0x0fd926822cf773e590c9c09ab7c704b52b539899,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,314625.7703
0x0fd926822cf773e590c9c09ab7c704b52b539899,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.197780104
0x0fd926822cf773e590c9c09ab7c704b52b539899,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,2393697.9938
0x0fd926822cf773e590c9c09ab7c704b52b539899,Unexpected behaviour due to retained_liquidity,retained_liquidity,175262.0297
0x104da4efb22a7e560e6df9c813e5eb54ca038737,Unexpected behaviour due to max_holding_days,max_holding_days,537.5650633
0x104da4efb22a7e560e6df9c813e5eb54ca038737,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,0.0
0x104da4efb22a7e560e6df9c813e5eb54ca038737,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,1.24973e-05
0x104da4efb22a7e560e6df9c813e5eb54ca038737,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,25851631.84
0x104da4efb22a7e560e6df9c813e5eb54ca038737,Unexpected behaviour due to retained_liquidity,retained_liquidity,-2585110.8998661
0x108495fcdb1601a5d42d92377c2618f09fd4a9ab,Unexpected behaviour due to max_holding_days,max_holding_days,92.57448788
0x108495fcdb1601a5d42d92377c2618f09fd4a9ab,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,175115.4404
0x108495fcdb1601a5d42d92377c2618f09fd4a9ab,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,1.0
0x108495fcdb1601a5d42d92377c2618f09fd4a9ab,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,1039638.021
0x108495fcdb1601a5d42d92377c2618f09fd4a9ab,Unexpected behaviour due to retained_liquidity,retained_liquidity,1039638.021
0x1057c855a823203b32f49e1c1741a77fbe13ae31,Unexpected behaviour due to max_holding_days,max_holding_days,1362.5065587000001
0x1057c855a823203b32f49e1c1741a77fbe13ae31,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,7590515.8164526
0x1057c855a823203b32f49e1c1741a77fbe13ae31,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,1.2788e-06
0x1057c855a823203b32f49e1c1741a77fbe13ae31,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,665242645.2500001
0x1057c855a823203b32f49e1c1741a77fbe13ae31,Unexpected behaviour due to retained_liquidity,retained_liquidity,-30182000.4346487
0x109d5d790dd5aaa0f928c21d264c62e57277587e,Unexpected behaviour due to max_holding_days,max_holding_days,661.0645715
0x109d5d790dd5aaa0f928c21d264c62e57277587e,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,259247.0245
0x109d5d790dd5aaa0f928c21d264c62e57277587e,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.2968979
0x109d5d790dd5aaa0f928c21d264c62e57277587e,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,2201860.0426000003
0x109d5d790dd5aaa0f928c21d264c62e57277587e,Unexpected behaviour due to retained_liquidity,retained_liquidity,516923.10786
0x1111567e0954e74f6ba7c4732d534e75b81dc42e,Unexpected behaviour due to max_holding_days,max_holding_days,850.2233913
0x1111567e0954e74f6ba7c4732d534e75b81dc42e,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,4483860.448
0x1111567e0954e74f6ba7c4732d534e75b81dc42e,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.0
0x1111567e0954e74f6ba7c4732d534e75b81dc42e,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,515544064.8
0x1111567e0954e74f6ba7c4732d534e75b81dc42e,Unexpected behaviour due to retained_liquidity,retained_liquidity,-1497656.753
0x1151bcb24a880350a0029b0d2abbc7ea010872be,Unexpected behaviour due to max_holding_days,max_holding_days,3096.7192489999998
0x1151bcb24a880350a0029b0d2abbc7ea010872be,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,51291.089250000005
0x1151bcb24a880350a0029b0d2abbc7ea010872be,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.071938229
0x1151bcb24a880350a0029b0d2abbc7ea010872be,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,370073.94526
0x1151bcb24a880350a0029b0d2abbc7ea010872be,Unexpected behaviour due to retained_liquidity,retained_liquidity,-81987.50291200001
0x1114c78d5de672996d812dc2e1a05b5f33eacdfb,Unexpected behaviour due to max_holding_days,max_holding_days,450.9853386
0x1114c78d5de672996d812dc2e1a05b5f33eacdfb,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,120376.1118
0x1114c78d5de672996d812dc2e1a05b5f33eacdfb,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,1.0
0x1114c78d5de672996d812dc2e1a05b5f33eacdfb,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,643109.9249
0x1114c78d5de672996d812dc2e1a05b5f33eacdfb,Unexpected behaviour due to retained_liquidity,retained_liquidity,229616.01659999997
0x112e63153e023d1eec0511c3e1f5f2ac864d3f5c,Unexpected behaviour due to max_holding_days,max_holding_days,2150.4215679999998
0x112e63153e023d1eec0511c3e1f5f2ac864d3f5c,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,45924.7159171
0x112e63153e023d1eec0511c3e1f5f2ac864d3f5c,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.167832457
0x112e63153e023d1eec0511c3e1f5f2ac864d3f5c,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,629515.80551
0x112e63153e023d1eec0511c3e1f5f2ac864d3f5c,Unexpected behaviour due to retained_liquidity,retained_liquidity,103587.23436639999
0x10f5d35b27af64624980bcf80e641e295c1690d5,Unexpected behaviour due to max_holding_days,max_holding_days,2568.296965
0x10f5d35b27af64624980bcf80e641e295c1690d5,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,2541.145034
0x10f5d35b27af64624980bcf80e641e295c1690d5,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,1.063826854
0x10f5d35b27af64624980bcf80e641e295c1690d5,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,10008.04467
0x10f5d35b27af64624980bcf80e641e295c1690d5,Unexpected behaviour due to retained_liquidity,retained_liquidity,2609.2095636
0x11e3552b1d41d0d1a46cc376354cb5271b8636f7,Unexpected behaviour due to max_holding_days,max_holding_days,873.0118162
0x11e3552b1d41d0d1a46cc376354cb5271b8636f7,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,290422.648
0x11e3552b1d41d0d1a46cc376354cb5271b8636f7,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.0
0x11e3552b1d41d0d1a46cc376354cb5271b8636f7,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,6226118.521
0x11e3552b1d41d0d1a46cc376354cb5271b8636f7,Unexpected behaviour due to retained_liquidity,retained_liquidity,-85577.97918
0x13aff6b6d6ad092e8d552af8fbde6203770ad0eb,Unexpected behaviour due to max_holding_days,max_holding_days,1071.60203019
0x13aff6b6d6ad092e8d552af8fbde6203770ad0eb,Unexpected behaviour due to lp_volatility_stddev,lp_volatility_stddev,719692.84945
0x13aff6b6d6ad092e8d552af8fbde6203770ad0eb,Unexpected behaviour due to liquidity_percent_remaining,liquidity_percent_remaining,0.0
0x13aff6b6d6ad092e8d552af8fbde6203770ad0eb,Unexpected behaviour due to total_deposit_all_time,total_deposit_all_time,516658.6978
